Index,Nuc Coords,Soma Coords,Cell Type (deprecated),611 Proofreader,Proofreader 2,Status,AIS annotated?,Final Link,Final NucID,Final SegID,Directionality,Proofreading Notes,Status (Julia),Notes (Julia),Cell Class,Cell Typer Name,Cell Type,Reliability Human Label,Other Type,EyeWire1 type (for RGCs) human label,Reliability EyeWire1 human label,Labeling Notes,Machine label,Confidence machine label,Machine soma location,Additional Notes,Index OK?,Index for sanity check,Updated Nuc ID (Sept 2),Updated Seg ID (Sept 2),Cell Requires Review (DO NOT use Updated IDs for those cells),Review complete,Review notes,Cutoff Severity for Status=Complete (cut off) cells                          (%Hits Edge & Can't Fix Annotations in Proofreading link)
A4,,,OFF-SAC,Roden Rey,,Complete (cut off),,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5875488682672128,,720575940564637213,,,Correct,,AC,,OFF SAC,,,,,,OFF SAC,0.83,INL,,ok,A4,,,FALSE,,,
A5,,,OFF-SAC,Christine,,Complete (cut off),,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4979654738837504,,720575940561794892,,,Correct,,AC,,OFF SAC,,,,,,OFF SAC,0.91,INL,,ok,A5,,,FALSE,,,
A7,"63573, 49070, 1720","63537, 49048, 1697",OFF-SAC,April Grace,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6653668037230592,720575940545056597,720575940572159335,,,Correct,,AC,,OFF SAC,,,,,,OFF SAC,0.91,INL,,ok,A7,720575940545056597,720575940572159335,FALSE,,,
A11,"50561, 64354, 1734","50520, 64370, 1656",OFF-SAC,Roden Rey,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5786660940808192,720575940544186175,720575940563309953,,,Correct,,AC,,OFF SAC,,,,,,OFF SAC,0.91,INL,,ok,A11,720575940544186175,720575940563309953,FALSE,,,
A12,,,OFF-SAC,Roden Rey,,Complete (cut off),,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4855700908933120,,720575940552928256,,,Correct,,AC,,OFF SAC,,,,,,OFF SAC,0.91,INL,,ok,A12,,,FALSE,,,
A14,"59054, 51036, 1581","58943, 51092, 1541",OFF-SAC,Sherwin,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5176842190323712,720575940560739348,720575940551194283,,,Correct,,AC,,OFF SAC,,,,,,OFF SAC,0.91,INL,,ok,A14,720575940560739348,720575940551194283,FALSE,,,
A15,"62956, 37872, 1660","62846, 37864, 1614",OFF-SAC,Cj,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6606207306432512,720575940565464697,720575940558612013,,,Correct,,AC,,OFF SAC,,,,,,,,INL,,ok,A15,720575940565464697,720575940478739093,TRUE,No,,
A16,"60323, 43617, 1606","60239, 43684, 1519",OFF-SAC,Cj,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5384326557466624,720575940564433177,720575940562094918,,,Correct,,AC,,OFF SAC,,,,,,OFF SAC,0.91,INL,,ok,A16,720575940564433177,720575940562094918,FALSE,,,
A17,"24865, 43768, 1532","24862, 43800, 1546",OFF-SAC,Althea Lou,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5076550543212544,720575940551084343,720575940568395120,,,Correct,,AC,,OFF SAC,,,,,,OFF SAC,0.91,INL,,ok,A17,720575940551084343,720575940568395120,FALSE,,,
A18,"37906, 31895, 1694","37968, 32027, 1675",OFF-SAC,Althea Lou,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4905706240081920,720575940549669282,720575940563946407,,,Correct,,AC,,OFF SAC,,,,,,OFF SAC,0.91,INL,,ok,A18,720575940549669282,720575940563946407,FALSE,,,
A20,"18434, 38134, 370","18257, 38018, 370",ON-SAC,Clerk,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5612386032549888,720575940563612824,720575940552127683,,,Correct,,AC,,ON SAC,,,,,,ON SAC,0.97,GCL,,ok,A20,720575940563612824,720575940551642305,FALSE,,,
A21,"48652, 49341, 1728","48565, 49296, 1743",OFF-SAC,Rey Mark,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5027921950408704,720575940571019837,720575940562094150,,,Correct,,AC,,OFF SAC,,,,,,OFF SAC,0.91,INL,,ok,A21,720575940571019837,720575940562094150,FALSE,,,
A22,"37519, 42875, 1861","37533, 42889, 1894",OFF-SAC,Rey Mark,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5220899125985280,720575940560169346,720575940577515209,,,Correct,,AC,,OFF SAC,,,,,,OFF SAC,0.91,INL,,ok,A22,720575940560169346,720575940577515209,FALSE,,,
A23,"24395, 30562, 1652","24350, 30482, 1600",OFF-SAC,Roden Rey,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4592083735150592,720575940563537912,720575940572154471,,,Correct,,AC,,OFF SAC,,,,,,OFF SAC,0.91,INL,,ok,A23,720575940563537912,720575940572154471,FALSE,,,
A24,,,OFF-SAC,Roden Rey,,Complete (cut off),,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5335785206185984,,720575940579242128,,,Correct,,AC,,OFF SAC,,,,,,OFF SAC,0.91,INL,,ok,A24,,,FALSE,,,
A26,,,OFF-SAC,Prince,,Can't Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4977011857555456,,720575940555222499,,,Correct,,AC,,OFF SAC,,,,,,,,,,ok,A26,,,FALSE,,,
A27,,,OFF-SAC,Roden Rey,,Complete (cut off),,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5155760746004480,,720575940563143643,,,Correct,,AC,,OFF SAC,,,,,,OFF SAC,0.89,INL,,ok,A27,,,FALSE,,,
A28,"65297, 36692, 1921","65284, 36628, 1868",OFF-SAC,Roden Rey,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5297466279723008,720575940549393535,720575940556701417,,,Correct,Neurites have a atypical gap for SACS,AC,,OFF SAC,,,,,,OFF SAC,0.91,INL,,ok,A28,720575940549393535,720575940556701417,FALSE,,,
A32,"16078, 37269, 1561","15971, 37281, 1547",OFF-SAC,Celso,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6231406146486272,720575940548182860,720575940558675861,,,Correct,,AC,,OFF SAC,,,,,,OFF SAC,0.91,INL,,ok,A32,720575940548182860,720575940558675861,FALSE,,,
A33,"48205, 59151, 1555","48158, 59285, 1495",OFF-SAC,romelita,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6162004608811008,720575940559588947,720575940562030846,,,Correct,,AC,,OFF SAC,,,,,,OFF SAC,0.91,INL,,ok,A33,720575940559588947,720575940587479956,FALSE,,,
A34,"48282, 62180, 1636","48315, 62278, 1510",OFF-SAC,romelita,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6238648233099264,720575940551326185,720575940536822707,,,Correct,,AC,,OFF SAC,,,,,,OFF SAC,0.91,INL,,ok,A34,720575940551326185,720575940536822707,FALSE,,,
A40,"62050, 38425, 435","62067, 38443, 388",ON-SAC,Jeanity,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4571766996336640,720575940550624684,720575940564370397,,,Correct,,AC,,ON SAC,,,,,,ON SAC,0.97,GCL,,ok,A40,720575940550624684,720575940565788382,FALSE,,,
A43,,,ON-SAC,Althea Lou,,Can't Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4902879044304896,720575940554861467,720575940557124706,,,Correct,,AC,,ON SAC,,,,,,ON SAC,0.97,GCL,,ok,A43,,,FALSE,,,
A44,"52253, 36344, 495","52251, 36344, 486",ON-SAC,Althea Lou,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6267357807771648,720575940558886559,720575940566139244,,,Correct,,AC,,ON SAC,,,,,,ON SAC,0.97,GCL,,ok,A44,720575940558886559,720575940566139244,FALSE,,,
A52,"36529, 63564, 586","36539, 63191, 586",ON-SAC,Prince,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6531839779930112,720575940569480736,720575940551592703,,,Correct,Hits edge,AC,,ON SAC,,,,,,ON SAC,0.97,GCL,,ok,A52,720575940569480736,720575940551592703,FALSE,,,
A53,"12327, 57195, 653","12296, 57169, 633",ON-SAC,Charm,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5565329699766272,720575940564624427,720575940552949760,,,Correct,,AC,,ON SAC,,,,,,ON SAC,0.97,GCL,,ok,A53,720575940564624427,720575940569077956,FALSE,,,
A54,"63501, 21399, 1319","63650, 21350, 1436",ON-SAC,Charm,,Too Small,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6180221175726080,720575940572184423,720575940577544393,,,Needs fixing,"Too sparse, looks like a partially reconstructed SAC",AC,,ON SAC,,,,,,,,,,ok,A54,720575940572184423,720575940559951025,FALSE,,,
A57,,,OFF-SAC,Glenda,,Can't Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6473191296860160,,720575940568665438,,,Correct,,AC,,OFF SAC,,,,,,,,,,ok,A57,,,FALSE,,,
A59,"52511, 38832, 1732","52486, 38821, 1675",OFF-SAC,Marinie,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6158811166408704,720575940568349385,720575940549152980,,,Correct,,AC,,OFF SAC,,,,,,OFF SAC,0.91,INL,,ok,A59,720575940568349385,720575940549152980,FALSE,,,
A61,"42672, 27779, 1727","42721, 27853, 1719",OFF-SAC,Althea Lou,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6437918273961984,720575940556409271,720575940551583487,,,Correct,,AC,,OFF SAC,,,,,,OFF SAC,0.91,INL,,ok,A61,720575940556409271,720575940556337895,FALSE,,,
A62,"57069, 42367, 1677","56944, 42380, 1664",OFF-SAC,Althea Lou,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5055876047044608,720575940541940441,720575940556788227,,,Correct,,AC,,OFF SAC,,,,,,OFF SAC,0.91,INL,,ok,A62,720575940541940441,720575940556788227,FALSE,,,
A63,"10853, 42148, 1785","10850, 42235, 1707",OFF-SAC,Sherwin,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6022231609049088,720575940564622815,720575940577530825,,,Correct,,AC,,OFF SAC,,,,,,OFF SAC,0.91,INL,,ok,A63,720575940564622815,720575940577530825,FALSE,,,
A64,"40574, 63409, 1572","40573, 63322, 1543",OFF-SAC,Sherwin,,Complete (cut off),,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6645387038294016,720575940557027205,720575940565398675,,,Correct,Hits edge,AC,,OFF SAC,,,,,,OFF SAC,0.91,INL,,ok,A64,720575940557027205,720575940565398675,FALSE,,,0.2413793103
A65,"58247, 35731, 1557","58272, 35822, 1666",OFF-SAC,Rey Mark,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4730761988014080,720575940547805869,720575940566158956,,,Correct,,AC,,OFF SAC,,,,,,OFF SAC,0.91,INL,,ok,A65,720575940547805869,720575940566158956,FALSE,,,
A68,,,OFF-SAC,Roden Rey,,Complete (cut off),,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6707857337614336,,720575940551582463,,,Correct,More of a 1/4 cell,AC,,OFF SAC,,,,,,OFF SAC,0.76,INL,,ok,A68,,,FALSE,,,
A69,"64047, 30143, 2044","64143, 30350, 2044",OFF-SAC,Rhosly Jay,,Complete (cut off),,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4524201475047424,720575940552603992,720575940552940544,,,Correct,,AC,,OFF SAC,,,,,,OFF SAC,0.91,INL,,ok,A69,720575940552603992,720575940552940544,FALSE,,,0.2452830189
A70,"35615, 43943, 1710","35861, 43906, 1681",OFF-SAC,Rhosly Jay,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6223233461256192,720575940549527323,720575940552512090,,,Correct,,AC,,OFF SAC,,,,,,OFF SAC,0.91,INL,,ok,A70,720575940549527323,720575940552512090,FALSE,,,
A71,"56267, 61437, 1850","56269, 61448, 1879",OFF-SAC,Enriq,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5661859123298304,720575940573917870,720575940557053454,,,Correct,,AC,,OFF SAC,,,,,,OFF SAC,0.91,INL,,ok,A71,720575940573917870,720575940557053454,FALSE,,,
A74,"23402, 44468, 1307","23465, 44503, 1307",OFF-SAC,Celso,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4681858752184320,720575940543207448,720575940547965128,,,Correct,,AC,,OFF SAC,,,,,,OFF SAC,0.91,INL,,ok,A74,720575940543207448,720575940547965128,FALSE,,,
A75,"55983, 38709, 1681","55850, 38704, 1682",OFF-SAC,Mark Lester,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5797314774958080,720575940569846729,720575940564904100,,,Correct,,AC,,OFF SAC,,,,,,OFF SAC,0.91,INL,,ok,A75,720575940569846729,720575940564904100,FALSE,,,
A76,,,OFF-SAC,Mark Lester,,Complete (cut off),,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6393525491990528,,720575940550355936,,,Correct,,AC,,OFF SAC,,,,,,OFF SAC,0.91,INL,,ok,A76,,,FALSE,,,
A77,"54931, 56088, 1746","55074, 56172, 1649",OFF-SAC,Glenda,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6060184490213376,720575940566896974,720575940575064785,,,Correct,,AC,,OFF SAC,,,,,,OFF SAC,0.91,INL,,ok,A77,720575940566896974,720575940561808716,FALSE,,,
A78,"13997, 33109, 1758","14042, 33064, 1632",OFF-SAC,Glenda,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4796838919012352,720575940548908025,720575940550478249,,,Correct,,AC,,OFF SAC,,,,,,OFF SAC,0.91,INL,,ok,A78,720575940548908025,720575940550478249,FALSE,,,
A79,"29811, 36168, 1577","29875, 36272, 1577",OFF-SAC,Joseph,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6538445003423744,720575940546663664,720575940579998133,,,Correct,,AC,,OFF SAC,,,,,,OFF SAC,0.91,INL,,ok,A79,720575940546663664,720575940579998133,FALSE,,,
A80,"16914, 40827, 1516","16921, 40843, 1449",OFF-SAC,Joseph,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5818069868871680,720575940566691371,720575940563355959,,,Correct,,AC,,OFF SAC,,,,,,OFF SAC,0.91,INL,,ok,A80,720575940566691371,720575940563355959,FALSE,,,
A84,"33359, 62700, 422","33313, 62669, 471",ON-SAC,Christine,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6124697684017152,720575940534032699,720575940557411800,,,Correct,,AC,,ON SAC,,,,,,ON SAC,0.97,GCL,,ok,A84,720575940534032699,720575940557411800,FALSE,,,
A85,"30821, 16380, 883","30823, 16431, 909",ON-SAC,Baby Jane,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5555500801327104,720575940566802965,720575940550492073,,,Correct,,AC,,ON SAC,,,,,,ON SAC,0.97,GCL,,ok,A85,720575940566802965,720575940550492073,FALSE,,,
A86,"64058, 42376, 586","63978, 42169, 594",ON-SAC,Baby Jane,,Complete (cut off),,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4993436148039680,720575940544975117,720575940551606783,,,Correct,,AC,,ON SAC,,,,,,ON SAC,0.97,GCL,,ok,A86,720575940544975117,720575940551606783,FALSE,,,0.1818181818
A87,"55183, 34400, 572",,ON-SAC,Clerk,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5840284916121600,720575940569258185,720575940551458753,,,Correct,,AC,,ON SAC,,,,,,ON SAC,0.97,GCL,,ok,A87,720575940569258185,,FALSE,,,
A89,"24835, 16218, 1018","24710, 16038, 1155",ON-SAC,April Grace,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4717276059140096,720575940562989772,720575940550507433,,,Correct,,AC,,ON SAC,,,,,,ON SAC,0.97,GCL,,ok,A89,720575940562989772,720575940550507433,FALSE,,,
A90,"11898, 31503, 660","11860, 31478, 683",ON-SAC,April Grace,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6399408758325248,720575940553006070,720575940561741741,,,Correct,,AC,,ON SAC,,,,,,ON SAC,0.97,GCL,,ok,A90,720575940553006070,720575940561741741,FALSE,,,
A92,"33360, 30928, 219","33590, 30969, 293",ON-SAC,Glenda,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6358506207707136,720575940544833352,720575940562534517,,,Correct,,AC,,ON SAC,,,,,,ON SAC,0.97,GCL,,ok,A92,720575940544833352,720575940573048985,FALSE,,,
A94,"18114, 35936, 414","18212, 36042, 444",ON-SAC,Cj,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5757040531079168,720575940544267927,720575940559540059,,,Correct,,AC,,ON SAC,,,,,,ON SAC,0.97,GCL,,ok,A94,720575940544267927,720575940559540059,FALSE,,,
A97,"9576, 36736, 608","9600, 36734, 597",ON-SAC,Althea Lou,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6410354381815808,720575940571274644,720575940552957184,,,Correct,,AC,,ON SAC,,,,,,ON SAC,0.97,GCL,,ok,A97,720575940571274644,720575940553524760,FALSE,,,
A107,"14360, 32477, 401","14438, 32279, 547",ON-SAC,Jeanity,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6422869983625216,720575940547868097,720575940560350606,,,Correct,,AC,,ON SAC,,,,,,ON SAC,0.97,GCL,,ok,A107,720575940547868097,720575940560350606,FALSE,,,
B3,"61972, 20987, 1220","61860, 21180, 1252",ON-SAC,KrzysztofKruk,,Complete (cut off),,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6166622805950464,720575940537331850,720575940562701216,,,Correct,,AC,,ON SAC,,,,,,ON SAC,0.96,GCL,,ok,B3,720575940537331850,720575940562701216,FALSE,,,0.1232876712
B12,"27366, 24744, 446","27331, 24710, 307",ON-SAC,a5hm0r,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4772081653776384,720575940564349616,720575940568283642,,,Correct,,AC,,ON SAC,,,,,,ON SAC,0.97,GCL,,ok,B12,720575940564349616,720575940554775782,FALSE,,,
B14,"52797, 56023, 430
","52688, 56343, 474
",ON-SAC,AzureJay,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5650963697238016,720575940561720785,720575940559257733,,,Correct,Fixed. Other SAC now B140,AC,,ON SAC,,,,,,ON SAC,0.97,GCL,,ok,B14,720575940561720785,720575940559257733,FALSE,,,
B15,"52903, 13984, 1295","53002, 13897, 1297",ON-SAC,KrzysztofKruk,,Complete (cut off),,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4826615625285632,720575940554940208,720575940571165972,,,Correct,,AC,,ON SAC,,,,,,ON SAC,0.97,GCL,,ok,B15,720575940554940208,720575940571165972,FALSE,,,0.2745098039
B16,"21189, 18828, 913","21265, 18592, 1003",ON-SAC,KrzysztofKruk,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5952515532128256,720575940553025302,720575940557154520,,,Correct,,AC,,ON SAC,,,,,,ON SAC,0.97,GCL,,ok,B16,720575940553025302,720575940557154520,FALSE,,,
B18,"61743, 35582, 492","61688, 35740, 492",ON-SAC,KrzysztofKruk,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4559572829208576,720575940570575463,720575940555571522,,,Correct,,AC,,ON SAC,,,,,,ON SAC,0.97,GCL,,ok,B18,720575940570575463,720575940555571522,FALSE,,,
B20,"7160, 35588, 950","7160, 35588, 950",ON-SAC,AzureJay,,Complete (cut off),,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5929217549139968,720575940566134930,720575940551566707,,,Correct,,AC,,ON SAC,,,,,,ON SAC,0.97,GCL,,ok,B20,720575940551566707,720575940551566707,TRUE,No,,0.2372881356
B22,"21450, 14040, 1411","21396, 14072, 1411",ON-SAC,"Hewhoamareismyself
Nseraf",,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6146911093391360,720575940553261726,720575940575297149,,,Correct,"No info for this cell?
Cell has been updated - celia",AC,,ON SAC,,,,,,ON SAC,0.34,GCL,,ok,B22,720575940553261726,720575940575297149,FALSE,,,
B21,"37366, 11130, 1362","37358, 11036, 1362",ON-SAC,KrzysztofKruk,,Complete (cut off),,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6451230088888320,720575940549038526,720575940557092194,,,Correct,,AC,,ON SAC,,,,,,ON SAC,0.97,GCL,,ok,B21,720575940549038526,720575940557092194,FALSE,,,0.2131147541
B24,"65185, 38343, 610","65238, 38178, 610",ON-SAC,AzureJay,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5263629453623296,720575940560531131,720575940563230683,,,Correct,Fixed. Other SAC now B141,AC,,ON SAC,,,,,,ON SAC,0.97,GCL,,ok,B24,720575940560531131,720575940563230683,FALSE,,,
B27,"13546, 60104, 727","13688, 59881, 725",ON-SAC,JousterL,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5016257121222656,720575940541990565,720575940558482733,,,Correct,,AC,,ON SAC,,,,,,Separate dendrites and axons,0.4,GCL,Fixed soma coords,ok,B27,720575940541990565,720575940541990565,TRUE,No,,
B29,"59393, 68109, 811","59573, 67707, 892",ON-SAC,AzureJay,,Complete (cut off),,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6098855805321216,720575940557681048,720575940545220339,,,Correct,,AC,,ON SAC,,,,,,ON SAC,0.97,GCL,,ok,B29,720575940557681048,720575940545220339,FALSE,,,0.1641791045
B30,"51845, 34325, 611","51652, 34461, 695",ON-SAC,AzureJay,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6539234304327680,720575940541637352,720575940570433196,,,Correct,,AC,,ON SAC,,,,,,ON SAC,0.97,GCL,,ok,B30,720575940541637352,720575940570433196,FALSE,,,
B37,"36716, 21255, 680","36562, 21145, 680",ON-SAC,Nseraf,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4998173413081088,77056592507726216,720575940557062616,,JL: Needs Cleanup. NucID seems malformed,Correct,,AC,,ON SAC,,,,,,ON SAC,0.97,GCL,,ok,B37,,,,,,
B39,"11924, 44295, 411","11997, 44387, 411",ON-SAC,Nseraf,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6236307140378624,720575940559596533,720575940571124756,,,Correct,,AC,,ON SAC,,,,,,ON SAC,0.97,GCL,,ok,B39,720575940559596533,720575940571124756,FALSE,,,
B42,"19579, 33352, 378","19476, 33231, 378",ON-SAC,Nseraf,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6210105121964032,720575940548541141,720575940580192621,,,Correct,,AC,,ON SAC,,,,,,ON SAC,0.97,GCL,,ok,B42,720575940548541141,720575940565139620,FALSE,,,
B43,"48801, 47997, 422","48768, 48102, 422",ON-SAC,Nseraf,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6302142418649088,720575940564320181,720575940566478854,,,Correct,Fixed. Other cells now B142 and B143,AC,,ON SAC,,,,,,ON SAC,0.97,GCL,,ok,B43,720575940564320181,720575940566478854,FALSE,,,
B44,"13042, 51435, 474","12870, 51486, 474",ON-SAC,Nseraf,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5973754514505728,720575940559034403,720575940571167508,,,Correct,Fixed. Other cell now B144,AC,,ON SAC,,,,,,,,,,ok,B44,720575940559034403,720575940557629052,FALSE,,,
B46,"4890, 41075, 1010","4890, 41075, 1010",ON-SAC,Nseraf,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5500055726325760,720575940556417229,720575940578328010,,,Correct,Fixed. Other cell now B145,AC,,ON SAC,,,,,,ON SAC,0.95,GCL,,ok,B46,720575940578328010,720575940578328010,TRUE,No,,
B47,-,-,ON-SAC,Nseraf,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5431068535554048,,720575940545808389,,,Exclude,Tiny piece,AC,,ON SAC,,,,,,ON SAC,0.55,GCL,,ok,B47,,,FALSE,,,
B49,"12765, 46082, 473","12701, 46134, 473",ON-SAC,Nseraf,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4552538092208128,73822928743386923,720575940560245646,,JL: Needs Cleanup. NucID seems malformed,Correct,,AC,,ON SAC,,,,,,ON SAC,0.97,GCL,,ok,B49,,,,,,
B50,"21987, 63794, 597","22009, 63946, 597",ON-SAC,Nseraf,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6547280898293760,720575940559652558,720575940555586626,,,Correct,,AC,,ON SAC,,,,,,ON SAC,0.97,GCL,,ok,B50,720575940559652558,720575940555586626,FALSE,,,
B54,"24435, 11914, 1246","24364, 11820, 1246",ON-SAC,Nseraf,,Complete (cut off),,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4902359722360832,720575940553587058,720575940564494836,,,Correct,,AC,,ON SAC,,,,,,ON SAC,0.97,GCL,,ok,B54,720575940553587058,720575940564494836,FALSE,,,0.09285714286
