Index,Nuc Coords,Soma Coords,Cell Type (deprecated),611 Proofreader,Proofreader 2,Status,AIS annotated?,Final Link,Final NucID,Final SegID,Directionality,Proofreading Notes,Status (Julia),Notes (Julia),Cell Class,Cell Typer Name,Cell Type,Reliability Human Label,Other Type,EyeWire1 type (for RGCs) human label,Reliability EyeWire1 human label,Labeling Notes,Machine label,Confidence machine label,Machine soma location,Additional Notes,Index OK?,Index for sanity check,Updated Nuc ID (Sept 2),Updated Seg ID (Sept 2),Cell Requires Review (DO NOT use Updated IDs for those cells),Review complete,Review notes,Cutoff Severity for Status=Complete (cut off) cells                          (%Hits Edge & Can't Fix Annotations in Proofreading link)
E231,"40471, 40066, 486","40450, 40134, 517",Unknown,Glenda,,Complete,Annotated,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5816142837841920,720575940558035791,720575940570564268,,,,,RGC,DB,,,JamB,,,,2aw,0.51,GCL,,ok,E231,720575940558035791,720575940570564268,FALSE,,,
E232,"42537, 33326, 482","42394, 33403, 560",Unknown,Prince,,Complete,No Axon,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5312247483072512,720575940561996391,720575940554706406,,,,,AC,DB,A17,,WF(6),,,?,A1,0.33,GCL,,ok,E232,720575940561996391,720575940554706406,FALSE,,,
E233,"45656, 39446, 486","45880, 39417, 609",Unknown,Clerk,,Complete,Annotated,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6144758710796288,720575940560164652,720575940559557706,,,,,RGC,DB,,,OODS,,,,37,0.82,GCL,,ok,E233,720575940560164652,720575940559557706,FALSE,,,
E234,"42998, 40588, 486","42946, 40925, 488",Unknown,Clerk,,Complete,Annotated,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5116612924407808,720575940547889047,720575940557215330,,,,,RGC,DB,,,F-mini OFF,,,,2an,0.55,GCL,,ok,E234,720575940547889047,720575940557215330,FALSE,,,
E235,"37078, 22837, 2012","37079, 23055, 1912",SAC,CJ P.,,Complete,No Axon,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6167153341366272,720575940554476410,720575940545977605,,,,,AC,DB,OFF SAC,,OFF SAC,,,INL soma,OFF SAC,0.91,INL,,ok,E235,720575940554476410,720575940545977605,FALSE,,,
E236,"40628, 37875, 429","40535, 37829, 463",Unknown,Christine Joy,,Complete,Annotated,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5258785871364096,720575940557642566,720575940557579864,,,,,RGC,DB,,,EW25,,,,25,0.62,GCL,,ok,E236,720575940557642566,720575940557579864,FALSE,,,
E237,"42591, 18391, 1007","42640, 18317, 1121",Unknown,Elison ,,Complete,Annotated,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5032182060941312,720575940567378425,720575940556851459,,,,,RGC,,,,,,,,73,0.48,GCL,,ok,E237,720575940567378425,720575940556851459,FALSE,,,
E238,"42473, 18840, 1007","42386, 18700, 1034",Unknown,Elison ,,Complete,No Axon,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4866686535598080,720575940557509028,720575940581390974,,,,,AC,Julia,Wide-field ON spiny spikelets,,,,,,Separate dendrites and axons,0.4,GCL,,ok,E238,720575940557509028,720575940581390974,FALSE,,,
E239,"42008, 18364, 1007","42070, 18327, 1054",Unknown,Elison ,,Complete,No Axon,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5044965091573760,720575940558230692,720575940568420174,,,,,AC,Julia,Wide-field ON non-spiny sparse,,,,,,Wide-field ON non-spiny sparse,0.84,GCL,,ok,E239,720575940558230692,720575940568420174,FALSE,,,
E240,"31295, 22097, 554","31370, 22065, 654",Unknown,Elison ,,Complete,No Axon,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5451045995020288,720575940537039154,720575940553549731,,,,,AC,Julia,Medium-field low in IPL transient,,,,,,Medium-field low in IPL transie,0.39,GCL,,ok,E240,720575940537039154,720575940561886284,FALSE,,,
E241,"29343, 21547, 557","29317, 21557, 657",Unknown,Elison ,,Complete,Annotated,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6396898383495168,720575940560454919,720575940576457925,,,,,RGC,,,,,,,,37,0.85,GCL,,ok,E241,720575940560454919,720575940576457925,FALSE,,,
E242,"50264, 20448, 1007","50260, 20399, 1004",Unknown,Celso ,,Complete,Annotated,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4521816600084480,720575940563677003,720575940569846025,,,,,RGC,,,,,,,,63,0.85,GCL,,ok,E242,720575940563677003,720575940569846025,FALSE,,,
E243,"49989, 21343, 1007","50007, 21342, 1018",Unknown,Celso ,,Complete,No Axon,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6405020032434176,720575940563083688,720575940557065823,,"x2 proofread, Sherwin 1st proofreader, E209",,,RGC,DB,,,F-mini ON,,,?,5si,0.69,GCL,,ok,E243,720575940563083688,720575940557065823,FALSE,,,
E245,"57477, 20037, 1074","57528, 20021, 1074",Unknown,Celso ,,Complete,Annotated,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5841584082911232,720575940561498395,720575940566597473,,,,,RGC,,,,,,,,4i,0.78,GCL,,ok,E245,720575940561498395,720575940566597473,FALSE,,,
E246,"57276, 18979, 1073","57171, 19035, 1133",Unknown,Celso ,,Complete (cut off),Annotated,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5084699169914880,720575940561498139,720575940558871274,,,,,RGC,,,,,,,,,,GCL,,ok,E246,720575940561498139,720575940558871274,FALSE,,,0.3191489362
E247,"45448, 19404, 1007","45338, 19178, 1075",Unknown,Rey Mark,,Complete (cut off),Annotated,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6250777562578944,720575940572413895,720575940555805050,,Incomplete,,,RGC,,,,,,,,,,INL,,ok,E247,720575940572413895,720575940555805050,FALSE,,,0.7692307692
E248,"45810, 19720, 1007","45935, 19754, 1041",SAC,Rey Mark,,Complete,No Axon,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4959971983753216,720575940572541639,720575940550619305,,,,,AC,Julia,ON SAC,,,,,,ON SAC,0.96,GCL,,ok,E248,720575940572541639,720575940550619305,FALSE,,,
E249,"44896, 19267, 1007","44997, 19146, 1067",Unknown,Rey Mark,,Complete (cut off),No Axon,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5775211671584768,720575940561893523,720575940556118890,,,,,AC,Julia,Midnight,,,,,,Midnight,0.89,GCL,,ok,E249,720575940561893523,720575940556118890,FALSE,,,0.7096774194
E250,"31879, 21546, 552","31704, 21575, 700",Unknown,Rey Mark,,Complete (cut off),No Axon,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5351824660889600,720575940557713916,720575940567351478,,,,,AC,Julia,Wide-field ON non-spiny dense,,,,,,Separate dendrites and axons,0.36,GCL,,ok,E250,720575940557713916,720575940567351478,FALSE,,,0.3888888889
E251,"31954, 20987, 551","31990, 20893, 737",Unknown,Rey Mark,,Complete (cut off),Annotated,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6389241335513088,720575940557701372,720575940563430711,,,,,RGC,,,,,,,,,,GCL,,ok,E251,720575940557701372,720575940563430711,FALSE,,,0.02479338843
E252,"41570, 18112, 1007","41300, 18501, 1006",Unknown,Christine Joy,,Complete,Annotated,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6544199796129792,720575940558229156,720575940574027824,,,,,RGC,,,,,,,,82,0.32,GCL,,ok,E252,720575940558229156,720575940574027824,FALSE,,,
E253,"41208, 17975, 1007","41115, 18182, 1099",Unknown,Christine Joy,,Complete,No Axon,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6679902978834432,720575940559659936,720575940556184372,,,,,AC,Julia,Medium-field Mid-IPL smooth,,,,,,Medium-field Mid-IPL smooth,0.38,GCL,,ok,E253,720575940559659936,720575940556184372,FALSE,,,
E254,"42617, 15907, 1007","42337, 15980, 1019",Unknown,Christine Joy,,Complete,Annotated,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6591524692295680,720575940576536886,720575940562135550,,,,,RGC,,,,,,,,82,0.31,GCL,,ok,E254,720575940576536886,720575940562135550,FALSE,,,
E255,"41707, 15811, 1007","41711, 15726, 985",Unknown,Christine Joy,,Complete (cut off),Annotated,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5564105439051776,720575940559267398,720575940550094166,,Incomplete,,,RGC,,,,,,,,,,GCL,,ok,E255,720575940559267398,720575940550094166,FALSE,,,0.8
E256,"58034, 21760, 1076","58080, 21864, 1075",Unknown,Christine Joy,,Complete,No Axon,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6235457011580928,720575940574649981,720575940569650206,,,,,AC,Julia,Medium-field low in IPL transient,,,,,,Medium-field low in IPL transie,0.38,GCL,,ok,E256,720575940574649981,720575940569650206,FALSE,,,
E257,"44347, 19347, 1007","44444, 19142, 1006",Unknown,Juliane,,Complete (cut off),No Axon,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5346764189073408,720575940560173472,720575940569803289,,,,,RGC,,,,,,,,,,GCL,,ok,E257,720575940560173472,720575940569803289,FALSE,,,0.04166666667
E258,"44240, 18600, 1007","43952, 18448, 1080",Unknown,Juliane,,Complete,Annotated,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5692686693564416,720575940558380964,720575940556619725,,,,,RGC,,,,,,,,6sw,0.68,GCL,,ok,E258,720575940558380964,720575940556619725,FALSE,,,
E259,"43909, 18040, 1007","43982, 18012, 1000",Unknown,Juliane,,Complete,Annotated,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4748937826140160,720575940558177188,720575940564830574,,,,,RGC,,,,,,,,5so,0.35,GCL,,ok,E259,720575940558177188,720575940564830574,FALSE,,,
E260,"32463, 20830, 550","32433, 20435, 550",Glia,Juliane,,Wrong Type,N/A,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5115793397252096,720575940573109140,720575940569750793,,,,,Glia,,,,,,,,,,,,ok,E260,720575940573109140,720575940569750793,FALSE,,,
E261,"30880, 21779, 554","30767, 21789, 515",Unknown,Juliane,,Complete,No Axon,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5952381622681600,720575940555780080,720575940575712015,,,,,AC,Julia,Wide-field mid IPL,,,,,,Medium-field  mid- IPL sustaine,0.53,GCL,,ok,E261,720575940555780080,720575940575712015,FALSE,,,
E262,"55470, 16833, 1072","55413, 16755, 1072",Unknown,Charm,,Complete (cut off),Annotated,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5259620577705984,720575940558649989,720575940566535736,,Incomplete,,,RGC,,,,,,,,,,GCL,,ok,E262,720575940558649989,720575940566535736,FALSE,,,0.4857142857
E263,"55710, 17779, 1074","55779, 17622, 1074",Unknown,Charm,,Complete (cut off),Annotated,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4877763350626304,720575940554075233,720575940581379454,,Incomplete,,,RGC,,,,,,,,,,GCL,,ok,E263,720575940554075233,720575940581379454,FALSE,,,0.4210526316
E264,"55336, 18075, 1075","55305, 18123, 1086",Unknown,Charm,,Complete,Annotated,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5508256234471424,720575940558340469,720575940557068127,,,,,RGC,,,,,,,,85,0.5,GCL,,ok,E264,720575940558340469,720575940557068127,FALSE,,,
E265,"55226, 18644, 1076","55135, 18684, 1094",Unknown,Charm,,Complete (cut off),No Axon,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6392888165400576,720575940558331765,720575940560567248,,,,,AC,Julia,Wide-field mid IPL,,,,,,Wide-field mid IPL,0.79,GCL,,ok,E265,720575940558331765,720575940560567248,FALSE,,,0.6153846154
E266,"55771, 18989, 1075","55904, 18957, 1060",Unknown,Charm,,Complete (cut off),No Axon,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6111413188689920,720575940572045379,720575940570661419,,,,,AC,Julia,nNOS-2,,,,,,nNOS-2,0.67,GCL,,ok,E266,720575940572045379,720575940570661419,FALSE,,,0.7692307692
E267,"44654, 26856, 617","44619, 26750, 594",Unknown,Charm,,Complete (cut off),No Axon,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5885505827766272,720575940557627545,720575940567744111,,,,,AC,Julia,Wide-field mid IPL,,,,,,Wide-field mid IPL,0.78,GCL,,ok,E267,720575940557627545,720575940567744111,FALSE,,,0.9090909091
E268,"45087, 26561, 616","45237, 26592, 629",Unknown,Charm,,Complete,Annotated,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5305986494496768,720575940557528536,720575940564015015,,,,,RGC,,,,,,,,2aw,0.35,GCL,,ok,E268,720575940557528536,720575940564015015,FALSE,,,
E269,"44550, 26234, 616","44621, 26286, 616",Unknown,Charm,,Complete (cut off),No Axon,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4591375602417664,720575940557618841,720575940555785282,,,,,AC,Julia,Wide-field ON spiny spikelets,,,,,,Separate dendrites and axons,0.34,GCL,,ok,E269,720575940557618841,720575940555785282,FALSE,,,0.3235294118
E270,"44698, 25650, 615","44638, 25755, 642",Unknown,Charm,,Complete,Annotated,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6506905380847616,720575940565052684,720575940557142542,,,,,RGC,,,,,,,,37,0.84,GCL,,ok,E270,720575940565052684,720575940557142542,FALSE,,,
E271,"45417, 25807, 614","45481, 25778, 602",SAC,Charm,,Complete,No Axon,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6573408123879424,720575940551795622,720575940580458861,,,,,AC,Julia,ON SAC,,,,,,ON SAC,0.97,GCL,,ok,E271,720575940551795622,720575940580458861,FALSE,,,
E272,"45368, 15446, 1007","45413, 15497, 977",Unknown,April Grace,,Complete,Annotated,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6095754610343936,720575940554009773,720575940568739934,,,,,RGC,,,,,,,,82,0.32,GCL,,ok,E272,720575940554009773,720575940568739934,FALSE,,,
E273,"45075, 15141, 1007","45132, 15055, 1053",Unknown,April Grace,,Complete,Annotated,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6574784862224384,720575940558663159,720575940582338094,,,,,RGC,,,,,,,,5si,0.4,GCL,,ok,E273,720575940558663159,720575940582338094,FALSE,,,
E274,"45254, 14600, 1007","45078, 14332, 1199",Unknown,April Grace,,Complete,Annotated,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6021038419738624,720575940560507398,720575940558761365,,,,,RGC,,,,,,,,82,0.61,GCL,,ok,E274,720575940560507398,720575940558761365,FALSE,,,
E275,"32017, 22325, 553","31807, 21947, 700",Unknown,April Grace,,Complete,Annotated,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5764886570205184,720575940556134829,720575940576803999,,,,,AC,Julia,Separate dendrites and axons,,,,,,Separate dendrites and axons,0.57,GCL,,ok,E275,720575940556134829,720575940576803999,FALSE,,,
E276,"31659, 22551, 554","31642, 22345, 649",Unknown,April Grace,,Complete,No Axon,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5441390908538880,720575940556128941,720575940564833902,,,,,AC,Julia,Separate dendrites and axons,,,,,,Separate dendrites and axons,0.55,GCL,,ok,E276,720575940556128941,720575940564833902,FALSE,,,
E277,"41185, 15579, 1007","41341, 15293, 1046",Unknown,Rhosly Jay,,Complete (cut off),No Axon,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4665207103160320,720575940580112053,720575940564847470,,,,,AC,Julia,Wide-field ON spiny spikes,,,,,,Separate dendrites and axons,0.27,GCL,,ok,E277,720575940580112053,720575940564847470,FALSE,,,0.5151515152
E278,"41692, 15236, 1007","41859, 15299, 1108",Unknown,Rhosly Jay,,Complete,No Axon,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6711531721981952,720575940563816798,720575940562635125,,,,,AC,Julia,Medium-field low in IPL sustained,,,,,,Medium-field low in IPL transie,0.41,GCL,,ok,E278,720575940563816798,720575940562635125,FALSE,,,
E279,"42015, 15106, 1007","41911, 14846, 1092",Unknown,Rhosly Jay,,Complete (cut off),Annotated,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6079755521622016,720575940563817054,720575940548114054,,Incomplete,,,RGC,,,,,,,,,,GCL,,ok,E279,720575940563817054,720575940548114054,FALSE,,,0.7333333333
E281,"57791, 21204, 1076","57721, 20960, 1068",Unknown,Rhosly Jay,,Complete (cut off),Annotated,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6670722284912640,720575940556989583,720575940569857801,,,,,RGC,,,,,,,,,,GCL,,ok,E281,720575940556989583,720575940569857801,FALSE,,,0.2191780822
E282,"46435, 20179, 1007","46544, 20444, 979",Unknown,Baby Jane,,Complete,Annotated,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6090248864923648,720575940568145326,720575940557340644,,,,,RGC,,,,,,,,82,0.39,GCL,,ok,E282,720575940568145326,720575940557340644,FALSE,,,
E283,"45642, 20633, 1007","45731, 20495, 1007",Unknown,Baby Jane,,Complete,No Axon,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5783801941721088,720575940564607123,720575940569807385,,,,,AC,Julia,Medium-field Mid-IPL varicose,,,,,,Medium-field Mid-IPL smooth,0.66,GCL,,ok,E283,720575940564607123,720575940569807385,FALSE,,,
E284,"49871, 19505, 1007","49989, 19470, 1106",Unknown,Baby Jane,,Complete,No Axon,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5539125640822784,720575940561000516,720575940556694343,,,,,RGC,,,,,,,,9n,0.26,GCL,,ok,E284,720575940561000516,720575940556694343,FALSE,,,
E285,"57306, 20391, 1075","57395, 20554, 1075",Unknown,Baby Jane,,Complete (cut off),Annotated,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5169965819756544,720575940582899667,720575940562598227,,,,,RGC,,,,,,,,,,GCL,,ok,E285,720575940582899667,720575940562598227,FALSE,,,0.3048780488
E286,"56940, 19974, 1075","57160, 19879, 1055",Unknown,Baby Jane,,,Annotated,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6457112690425856,720575940557801605,720575940582349358,,,,,RGC,,,,,,,,,,,,ok,E286,720575940557801605,720575940582349358,FALSE,,,
E287,"43943, 13003, 1007","43694, 12818, 1006",Muller,Clerk,,Wrong Type,N/A,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5630746151616512,720575940559341638,720575940555559656,,,,,Glia,,,,,,,,,,,,ok,E287,720575940559341638,720575940557503447,FALSE,,,
E288,"41261, 14032, 1007","41244, 14037, 1082",Unknown,Clerk,,Complete,No Axon,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4654017035632640,720575940563495774,720575940558719277,,,,,AC,Julia,Medium-field low in IPL transient,,,,,,Medium-field low in IPL transie,0.4,GCL,,ok,E288,720575940563495774,720575940558719277,FALSE,,,
E289,"41653, 13255, 1007","41330, 13181, 1128",Unknown,Clerk,,Complete (cut off),Annotated,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5821760594247680,720575940553441709,720575940557055327,,,,,RGC,,,,,,,,,,GCL,,ok,E289,720575940553441709,720575940557055327,FALSE,,,0.2337662338
E290,"58053, 19218, 1072","57626, 18907, 1160",Unknown,Clerk,,Complete,No Axon,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5929970483331072,720575940566596042,720575940570078139,,,,,AC,Julia,Separate dendrites and axons,,,,,,Separate dendrites and axons,0.67,GCL,,ok,E290,720575940566596042,720575940570078139,FALSE,,,
E291,"58236, 19745, 1072","58565, 19831, 1205",Muller,Clerk,,Complete (cut off),No Axon,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6348034009989120,720575940548540456,720575940570915181,,Inomplete,,,RGC,,,,,,,,,,GCL,,ok,E291,720575940548540456,720575940570915181,FALSE,,,0.8181818182
E292,"43097, 18905, 1007","43142, 19070, 1006",Unknown,Roden Rey,,Complete (cut off),Annotated,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6179585117913088,720575940558090404,720575940582328110,,,,,RGC,,,,,,,,,,GCL,,ok,E292,720575940558090404,720575940582328110,FALSE,,,0.09615384615
E293,"43181, 17766, 1007","43063, 17761, 1006",SAC,Roden Rey,,Complete,No Axon,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4996721938530304,720575940559431072,720575940564311709,,,,,AC,Julia,ON SAC,,,,,,ON SAC,0.97,GCL,,ok,E293,720575940559431072,720575940564311709,FALSE,,,
E294,"42964, 17796, 1007","42942, 17688, 1006",Unknown,Roden Rey,,Complete,No Axon,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5719405141950464,720575940567379961,720575940558659165,,Not sure,,,AC,Julia,Separate dendrites and axons,,,,,,Medium-field low in IPL transie,0.38,GCL,,ok,E294,720575940567379961,720575940558659165,FALSE,,,
E295,"30120, 21609, 555","30352, 21344, 555",Unknown,Roden Rey,,Complete,Annotated,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4709355407540224,720575940560481543,720575940569651998,,,,,RGC,,,,,,,,37,0.83,GCL,,ok,E295,720575940560481543,720575940569651998,FALSE,,,
E296,"30340, 20956, 554","30485, 20636, 554",Unknown,Roden Rey,,Complete,Annotated,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5069258433232896,720575940541424209,720575940570077371,,,,,RGC,,,,,,,,3i,0.61,GCL,,ok,E296,720575940541424209,720575940570077371,FALSE,,,
E297,"46347, 19686, 1007","46271, 19553, 1027",Unknown,Jan Marinie,,Complete,No Axon,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6434018980528128,720575940558579633,720575940557048927,,,,,AC,Julia,Separate dendrites and axons,,,,,,Separate dendrites and axons,0.54,GCL,,ok,E297,720575940558579633,720575940557048927,FALSE,,,
E298,"45406, 19735, 1007","45460, 19669, 888",Unknown,Jan Marinie,,Complete,Annotated,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4587952379265024,720575940574265232,720575940557528280,,,,,RGC,,,,,,,,5ti,0.53,GCL,,ok,E298,720575940574265232,720575940557528280,FALSE,,,
E299,"46446, 19240, 1007","46486, 19231, 1036",Unknown,Jan Marinie,,Complete (cut off),No Axon,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5573231909011456,720575940558580657,720575940551554753,,"x2 proofread, Prince 1st proofreader E203",,,AC,DB,Separate dendrites and axons,,WF inner ON,,,,Separate dendrites and axons,0.69,GCL,,ok,E299,720575940558580657,720575940551554753,FALSE,,,0.1333333333
E300,"57851, 20574, 1074","57804, 20488, 1128",ON-SAC,Nseraf,Jan Marinie,Complete,No Axon,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5746160512794624,720575940574240109,720575940562143230,,,Correct,,AC,Julia,ON SAC,,,,,,ON SAC,0.97,GCL,,ok,E300,720575940574240109,720575940562143230,FALSE,,,
E301,"56921, 20740, 1076","56805, 20483, 962",Unknown,Jan Marinie,,Complete,No Axon,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4632734466048000,720575940560787108,720575940552765965,,,,,AC,Julia,A1,,,,,,A1,0.64,GCL,,ok,E301,720575940560787108,720575940552765965,FALSE,,,
E302,"42156, 16771, 1007","42178, 16580, 1006",Unknown,Sherwin,,Complete,No Axon,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6279385937084416,720575940559960480,720575940566540600,,,,,AC,Julia,Separate dendrites and axons,,,,,,Separate dendrites and axons,0.57,GCL,,ok,E302,720575940559960480,720575940566540600,FALSE,,,
E303,"41935, 17202, 1007","41855, 17367, 1006",SAC,Sherwin,,Complete,No Axon,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4542702019411968,720575940567388409,720575940572611389,,,,,AC,Julia,ON SAC,,,,,,ON SAC,0.97,GCL,,ok,E303,720575940567388409,720575940572611389,FALSE,,,
E304,"41653, 17465, 1007","41697, 17306, 1006",Unknown,Sherwin,,Complete (cut off),No Axon,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6732388418715648,720575940559663520,720575940554754524,,,,,AC,Julia,A1,,,,,,A1,0.71,GCL,,ok,E304,720575940559663520,720575940554754524,FALSE,,,0.7777777778
E305,"29810, 23881, 560","29811, 23736, 560",Unknown,Sherwin,,Complete,Annotated,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6446965695971328,720575940549606120,720575940548119942,,,,,AC,Julia,Separate dendrites and axons,,,,,,Separate dendrites and axons,0.42,GCL,,ok,E305,720575940549606120,720575940548119942,FALSE,,,
E306,"29068, 23511, 560","29256, 23395, 560",Unknown,Sherwin,,Complete,Annotated,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4772113536778240,720575940549973232,720575940558766741,,,,,RGC,,,,,,,,2aw,0.53,GCL,,ok,E306,720575940549973232,720575940558766741,FALSE,,,
E312,"41692, 14665, 1007","41735, 14559, 1052",Unknown,Mark Lester,,Complete,Annotated,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4557499188379648,720575940553333421,720575940584733494,,,,,RGC,,,,,,,,37,0.77,GCL,,ok,E312,720575940553333421,720575940584733494,FALSE,,,
E313,"42271, 14794, 1007","42331, 14877, 1111",Glia,Mark Lester,,Wrong Type,N/A,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5406765882540032,720575940559266886,720575940569848329,,Incomplete,,,RGC,,,,,,,,,,,,ok,E313,720575940559266886,720575940569848329,FALSE,,,
